,client_id,reconnections,lat_mean,lat_max,lat_min,total_msgs,out_msgs,in_msgs,lost_msgs,active_time,rtt_rmse,opt_rate,discovery_rmse,discovery_rate
0,177830201,1,0.997,1.0,0.687,916,458,458,0,337,0.721,0.0,0.036,0.0
2,178483501,1,1.02,1.0,0.723,136,68,68,0,44,0.757,0.0,0.072,0.0
3,178885001,1,1.808,4.0,0.779,1580,790,790,0,590,3.221,0.0,0.757,0.0
4,181758601,1,0.935,1.0,0.651,542,271,271,0,199,0.584,0.0,0.0,0.0
5,182232701,1,1.611,3.0,0.651,1584,792,792,0,591,2.627,0.0,0.253,0.0
7,183533601,1,1.653,2.0,0.652,661,331,330,1,242,2.01,0.0,0.001,0.0
8,184507401,1,2.894,5.0,1.281,670,335,335,0,247,5.068,0.0,0.63,0.0
10,186028501,1,0.889,1.0,0.687,1602,801,801,0,592,0.562,0.0,0.036,0.0
11,186821501,230,1.655,2.0,0.904,2410,1320,1090,230,267,2.007,0.0,1.006,0.0
12,187319101,1,0.785,1.0,0.65,118,59,59,0,38,0.28,0.0,0.0,0.0
13,187426001,1,0.929,1.0,0.729,470,235,235,0,170,0.558,0.0,0.078,0.0
14,187758401,1,0.797,1.0,0.65,1622,811,811,0,594,0.328,0.0,0.0,0.0
15,187781201,1,0.896,1.0,0.697,1232,616,616,0,462,0.522,0.0,0.046,0.0
16,189660101,1,2.847,5.0,0.796,691,346,345,1,256,5.012,0.0,0.145,0.0
17,189877301,1,0.981,1.0,0.651,513,257,256,1,190,0.674,0.0,0.001,0.0
18,192487201,1,0.914,1.0,0.651,874,437,437,0,326,0.559,0.0,0.001,0.0
19,195978501,1,0.847,1.0,0.721,697,349,348,1,254,0.402,0.0,0.09,0.0
20,196727701,1,2.262,3.0,0.752,882,441,441,0,323,3.556,0.0,0.101,0.0
21,199485101,1,3.871,4.0,1.407,314,157,157,0,110,6.486,0.0,0.757,0.0
22,199836701,1,0.884,1.0,0.65,610,305,305,0,226,0.473,0.0,0.0,0.0
23,200512301,1,0.828,1.0,0.687,1422,711,711,0,531,0.385,0.0,0.036,0.0
24,202213001,1,0.72,1.0,0.713,1308,654,654,0,486,0.146,0.0,0.063,0.0
25,202911501,1,3.1,3.0,0.65,648,324,324,0,236,4.959,0.0,0.0,0.0
26,204654801,1,0.796,1.0,0.715,1592,796,796,0,592,0.29,0.0,0.064,0.0
27,205014901,1,2.063,4.0,0.651,1018,509,509,0,372,3.136,0.0,0.0,0.0
28,206569901,1,0.901,1.0,0.696,518,259,259,0,193,0.504,0.0,0.046,0.0
