,1ce83b9e-7ae1-4d31-b6a4-12ceb6b63fd2,3b511388-73cd-4531-a440-8839946f075c,9944bcf9-c07c-4313-a08b-c801b1134b48,2aa551e5-cd61-4677-8c04-397b7e446acb,6def73b9-313f-468c-9b53-819d2bc475b4,c6aabad4-7951-42a4-badd-9ff43cc70234,f00147fc-6bc6-434d-80a4-583f70f23d25,40b7b668-a974-428f-957b-f4f451c3f9b9,dcc542d8-3943-4ba7-b31d-f90b3480b1cb,8ad8ffe2-0eba-4cd4-90bd-42d1350cc7dc,7c47ac8d-659d-49e0-8fa0-ba779e317db8,16b72d54-82d9-4c1e-9771-02be7d3a18bd,dc10ee50-d9fd-40f3-9110-5d62555a676a,4f05185a-9f9a-43db-83c1-353fb785612d,f07460a7-0f2e-4fbe-adb6-40ee72e8e18f
1ce83b9e-7ae1-4d31-b6a4-12ceb6b63fd2,0,0.044000000000000004,0.044800000000000006,0.044800000000000006,0.0388,0.0376,0.046000000000000006,0.0688,0.0712,0.0784,0.0824,0.0848,0.0496,0.0608,0.0888
