,client_id,reconnections,lat_mean,lat_max,lat_min,total_msgs,out_msgs,in_msgs,lost_msgs,active_time,rtt_rmse,opt_rate,discovery_rmse,discovery_rate
0,177830201,15,2.576,5.0,0.89,70,42,28,14,21,3.3,0.08,0.0,1.0
2,178483501,4,1.403,3.0,0.797,69,36,33,3,24,0.854,0.03,0.0,1.0
3,178885001,1,2.328,2.0,0.929,56,28,28,0,21,2.797,0.04,0.0,1.0
4,181758601,4,2.482,6.0,1.198,71,37,34,3,25,4.031,0.07,0.0,1.0
5,182232701,5,2.392,5.0,0.973,62,33,29,4,21,4.773,0.08,0.032,0.8
7,183533601,5,2.255,5.0,1.354,74,39,35,4,25,2.199,0.07,0.0,1.0
8,184507401,1,2.473,5.0,1.761,66,33,33,0,23,2.39,0.0,0.0,1.0
9,185892901,25,3.931,6.0,1.392,81,53,28,25,20,1.997,0.0,0.0,1.0
10,186028501,5,2.448,6.0,1.09,66,35,31,4,22,3.121,0.08,0.0,1.0
11,186821501,26,3.714,6.0,1.346,80,53,27,26,21,6.311,0.0,0.0,1.0
12,187319101,27,3.515,5.0,0.849,92,59,33,26,24,6.501,0.0,0.0,1.0
13,187426001,28,4.411,7.0,2.02,89,58,31,27,21,5.202,0.0,0.0,1.0
14,187758401,1,1.758,5.0,1.017,62,31,31,0,24,2.62,0.07,0.0,1.0
15,187781201,5,2.17,6.0,1.41,70,37,33,4,24,0.835,0.04,0.0,1.0
16,189660101,20,2.903,5.0,0.874,87,53,34,19,25,5.841,0.07,0.0,1.0
17,189877301,30,3.148,5.0,0.675,94,62,32,30,25,5.571,0.0,0.0,1.0
18,192487201,1,2.708,3.0,1.373,66,33,33,0,25,2.846,0.03,0.0,1.0
19,195978501,21,3.234,6.0,1.186,76,48,28,20,21,6.001,0.14,0.0,1.0
20,196727701,1,1.723,4.0,0.977,68,34,34,0,23,2.067,0.03,0.0,1.0
21,199485101,1,2.597,3.0,1.22,62,31,31,0,20,2.799,0.0,0.0,1.0
22,199836701,1,1.389,4.0,0.714,66,33,33,0,23,2.275,0.0,0.0,1.0
